Date,Close
10/10/2019 16:00:00,60.43
10/11/2019 16:00:00,60.77
10/14/2019 16:00:00,60.86
10/15/2019 16:00:00,62.15
10/16/2019 16:00:00,62.18
10/17/2019 16:00:00,62.65
10/18/2019 16:00:00,62.27
10/21/2019 16:00:00,62.31
10/22/2019 16:00:00,62.14
10/23/2019 16:00:00,62.96
10/24/2019 16:00:00,63.05
10/25/2019 16:00:00,63.26
10/28/2019 16:00:00,64.5
10/29/2019 16:00:00,63.13
10/30/2019 16:00:00,63.06
10/31/2019 16:00:00,63.01
11/1/2019 16:00:00,63.69
11/4/2019 16:00:00,64.57
11/5/2019 16:00:00,64.6
11/6/2019 16:00:00,64.59
11/7/2019 16:00:00,65.44
11/8/2019 16:00:00,65.57
11/11/2019 16:00:00,64.96
11/12/2019 16:00:00,64.94
11/13/2019 16:00:00,64.9
11/14/2019 16:00:00,65.57
11/15/2019 16:00:00,66.74
11/18/2019 16:00:00,66.04
11/19/2019 16:00:00,65.77
11/20/2019 16:00:00,65.15
11/21/2019 16:00:00,65.07
11/22/2019 16:00:00,64.77
11/25/2019 16:00:00,65.33
11/26/2019 16:00:00,65.68
11/27/2019 16:00:00,65.65
11/29/2019 13:00:00,65.25
12/2/2019 16:00:00,64.5
12/3/2019 16:00:00,64.76
12/4/2019 16:00:00,66.03
12/5/2019 16:00:00,66.41
12/6/2019 16:00:00,67.03
12/9/2019 16:00:00,67.18
12/10/2019 16:00:00,67.23
12/11/2019 16:00:00,67.25
12/12/2019 16:00:00,67.51
12/13/2019 16:00:00,67.39
12/16/2019 16:00:00,68.06
12/17/2019 16:00:00,67.76
12/18/2019 16:00:00,67.63
12/19/2019 16:00:00,67.8
12/20/2019 16:00:00,67.48
12/23/2019 16:00:00,67.44
12/24/2019 13:00:00,67.18
12/26/2019 16:00:00,68.02
12/27/2019 16:00:00,67.59
12/30/2019 16:00:00,66.81
